time,ghi,dni,dhi,temp_c,wind_ms,pressure_pa
20090119:0300,0.0,0.0,0.0,4.65,1.86,98720.0
20090119:0400,0.0,0.0,0.0,4.4,1.79,98660.0
20090119:0500,0.0,0.0,0.0,4.26,1.72,98590.0
20090119:0600,0.0,0.0,0.0,4.48,1.72,98540.0
20090119:0700,0.0,0.0,0.0,5.38,1.52,98510.0
20090119:0800,106.0,464.89,40.0,5.49,1.38,98480.0
20090119:0900,202.0,231.89,133.0,7.97,1.17,98450.0
20090119:1000,407.0,762.64,88.0,11.08,1.1,98410.0
20090119:1100,456.0,598.87,159.0,13.28,1.38,98350.0
20090119:1200,476.0,557.87,183.0,14.57,1.86,98230.0
20090119:1300,167.0,1.98,166.0,15.64,2.62,98090.0
20090119:1400,284.0,170.46,210.0,16.05,3.03,97960.0
20090119:1500,274.0,543.86,100.0,16.08,2.9,97900.0
20090119:1600,139.0,596.28,38.0,15.38,2.69,97840.0
20090119:1700,0.0,0.0,0.0,14.16,2.76,97780.0
20090119:1800,0.0,0.0,0.0,12.92,2.69,97740.0
20090119:1900,0.0,0.0,0.0,12.62,3.24,97600.0
20090119:2000,0.0,0.0,0.0,12.13,3.1,97560.0
20090119:2100,0.0,0.0,0.0,11.7,2.9,97490.0
20090119:2200,0.0,0.0,0.0,10.92,2.83,97440.0
20090119:2300,0.0,0.0,0.0,10.25,2.62,97410.0
20090120:0000,0.0,0.0,0.0,9.6,2.55,97370.0
20090120:0100,0.0,0.0,0.0,8.64,2.55,97310.0
20090120:0200,0.0,0.0,0.0,8.05,2.48,97250.0
20090120:0300,0.0,0.0,0.0,7.29,2.34,97200.0
20090120:0400,0.0,0.0,0.0,6.65,2.34,97190.0
20090120:0500,0.0,0.0,0.0,6.13,2.28,97180.0
20090120:0600,0.0,0.0,0.0,5.36,2.21,97180.0
20090120:0700,0.0,0.0,0.0,4.91,2.07,97180.0
20090120:0800,104.0,389.6,48.0,5.12,2.0,97230.0
20090120:0900,276.0,677.37,73.0,7.78,1.86,97270.0
20090120:1000,409.0,729.58,102.0,10.71,3.1,97290.0
20090120:1100,499.0,769.87,115.0,11.28,4.69,97290.0
20090120:1200,539.0,813.84,109.0,11.73,5.03,97250.0
20090120:1300,526.0,865.03,87.0,11.98,5.31,97140.0
20090120:1400,441.0,824.9,80.0,11.71,5.45,97130.0
20090120:1500,302.0,701.7,75.0,11.1,5.38,97180.0
20090120:1600,114.0,266.04,68.0,10.34,4.55,97200.0
20090120:1700,0.0,0.0,0.0,9.13,3.66,97250.0
20090120:1800,0.0,0.0,0.0,7.87,3.31,97340.0
20090120:1900,0.0,0.0,0.0,6.9,3.86,97420.0
20090120:2000,0.0,0.0,0.0,6.18,4.07,97500.0
20090120:2100,0.0,0.0,0.0,5.71,4.41,97570.0
20090120:2200,0.0,0.0,0.0,5.32,4.62,97630.0
20090120:2300,0.0,0.0,0.0,4.95,4.76,97680.0
20090121:0000,0.0,0.0,0.0,4.72,5.03,97750.0
20090121:0100,0.0,0.0,0.0,4.54,5.17,97760.0
20090121:0200,0.0,0.0,0.0,4.28,5.31,97780.0
20090121:0300,0.0,0.0,0.0,3.99,5.38,97810.0
20090121:0400,0.0,0.0,0.0,3.68,5.38,97860.0
20090121:0500,0.0,0.0,0.0,3.41,5.24,97930.0
20090121:0600,0.0,0.0,0.0,3.2,5.1,98020.0
20090121:0700,0.0,0.0,0.0,3.35,5.38,98090.0
20090121:0800,112.0,453.26,46.0,3.51,5.38,98150.0
20090121:0900,289.0,725.34,70.0,4.73,4.69,98210.0
20090121:1000,439.0,852.64,78.0,6.36,6.0,98240.0
20090121:1100,525.0,849.08,99.0,7.89,6.28,98290.0
20090121:1200,565.0,878.5,98.0,9.09,6.14,98280.0
20090121:1300,548.0,912.03,82.0,9.97,5.86,98210.0
20090121:1400,459.0,861.27,79.0,10.52,5.79,98210.0
20090121:1500,320.0,767.29,69.0,10.58,5.72,98280.0
20090121:1600,148.0,583.66,45.0,10.18,4.83,98380.0
20090121:1700,0.0,0.0,0.0,9.04,3.79,98450.0
20090121:1800,0.0,0.0,0.0,7.62,3.1,98490.0
20090121:1900,0.0,0.0,0.0,7.04,3.59,98500.0
20090121:2000,0.0,0.0,0.0,6.3,3.59,98540.0
20090121:2100,0.0,0.0,0.0,5.77,3.52,98610.0
20090121:2200,0.0,0.0,0.0,5.35,3.38,98640.0
20090121:2300,0.0,0.0,0.0,4.95,3.1,98660.0
20090122:0000,0.0,0.0,0.0,4.28,2.83,98650.0
20090122:0100,0.0,0.0,0.0,3.88,2.76,98630.0
20090122:0200,0.0,0.0,0.0,3.38,2.62,98600.0
20090122:0300,0.0,0.0,0.0,2.84,2.41,98580.0
20090122:0400,0.0,0.0,0.0,2.45,2.41,98550.0
20090122:0500,0.0,0.0,0.0,2.3,2.41,98570.0
20090122:0600,0.0,0.0,0.0,2.18,2.28,98590.0
20090122:0700,0.0,0.0,0.0,2.58,2.21,98550.0
20090122:0800,10.0,0.0,10.0,2.72,2.07,98600.0
20090122:0900,121.0,16.43,116.0,5.51,1.93,98600.0
20090122:1000,128.0,0.0,128.0,7.83,2.41,98610.0
20090122:1100,239.0,31.7,223.0,9.4,3.03,98600.0
20090122:1200,132.0,0.0,132.0,10.5,3.59,98510.0
20090122:1300,110.0,0.0,110.0,11.65,4.0,98400.0
20090122:1400,135.0,0.0,135.0,11.59,3.66,98340.0
20090122:1500,52.0,0.0,52.0,11.17,3.45,98270.0
20090122:1600,88.0,77.74,74.0,10.84,3.38,98210.0
20090122:1700,0.0,0.0,0.0,10.65,3.31,98140.0
20090122:1800,0.0,0.0,0.0,10.22,3.24,98120.0
20090122:1900,0.0,0.0,0.0,10.44,2.76,98000.0
20090122:2000,0.0,0.0,0.0,10.18,2.48,98030.0
20090122:2100,0.0,0.0,0.0,10.24,3.03,98080.0
20090122:2200,0.0,0.0,0.0,10.35,3.72,98020.0
20090122:2300,0.0,0.0,0.0,10.74,3.72,98010.0
20090123:0000,0.0,0.0,0.0,10.57,3.45,98030.0
20090123:0100,0.0,0.0,0.0,10.02,3.52,97890.0
20090123:0200,0.0,0.0,0.0,10.28,3.1,97830.0
20090123:0300,0.0,0.0,0.0,10.57,2.9,97760.0
20090123:0400,0.0,0.0,0.0,10.72,2.83,97730.0
20090123:0500,0.0,0.0,0.0,10.54,2.9,97760.0
20090123:0600,0.0,0.0,0.0,10.52,3.1,97770.0
20090123:0700,0.0,0.0,0.0,12.08,3.17,97650.0
20090123:0800,97.0,287.31,54.0,12.53,3.1,97720.0
20090123:0900,257.0,518.41,98.0,14.27,3.17,97780.0
20090123:1000,328.0,326.43,188.0,16.89,3.31,97810.0
20090123:1100,406.0,364.26,221.0,17.74,4.07,97810.0
20090123:1200,497.0,605.62,171.0,18.72,3.93,97790.0
20090123:1300,449.0,490.29,195.0,20.01,4.9,97740.0
20090123:1400,350.0,347.78,194.0,19.44,4.0,97710.0
20090123:1500,269.0,436.42,123.0,19.48,3.93,97690.0
20090123:1600,117.0,244.9,72.0,18.73,4.0,97710.0
20090123:1700,0.0,0.0,0.0,17.18,4.0,97740.0
20090123:1800,0.0,0.0,0.0,15.58,3.79,97780.0
20090123:1900,0.0,0.0,0.0,14.8,3.79,97800.0
20090123:2000,0.0,0.0,0.0,14.02,3.72,97790.0
20090123:2100,0.0,0.0,0.0,13.58,3.86,97750.0
20090123:2200,0.0,0.0,0.0,13.23,4.0,97690.0
20090123:2300,0.0,0.0,0.0,13.04,4.21,97590.0
20090124:0000,0.0,0.0,0.0,12.8,4.55,97490.0
20090124:0100,0.0,0.0,0.0,12.75,4.69,97450.0
20090124:0200,0.0,0.0,0.0,12.58,4.76,97380.0
20090124:0300,0.0,0.0,0.0,12.38,4.69,97310.0
20090124:0400,0.0,0.0,0.0,12.24,4.48,97240.0
20090124:0500,0.0,0.0,0.0,12.68,4.62,97190.0
20090124:0600,0.0,0.0,0.0,13.48,4.62,97210.0
20090124:0700,0.0,0.0,0.0,13.7,5.45,97300.0
20090124:0800,126.0,592.72,36.0,13.55,6.34,97420.0
20090124:0900,310.0,840.76,50.0,13.59,7.24,97540.0
20090124:1000,433.0,792.08,91.0,13.83,7.59,97650.0
20090124:1100,518.0,784.61,117.0,14.37,8.48,97700.0
20090124:1200,567.0,862.01,100.0,15.04,8.62,97730.0
20090124:1300,545.0,868.28,92.0,15.24,8.76,97700.0
20090124:1400,459.0,815.77,90.0,15.22,8.69,97710.0
20090124:1500,326.0,753.72,71.0,14.96,8.14,97710.0
20090124:1600,153.0,538.8,52.0,14.46,7.31,97760.0
20090124:1700,0.0,0.0,0.0,13.4,6.41,97770.0
20090124:1800,0.0,0.0,0.0,12.34,5.79,97820.0
20090124:1900,0.0,0.0,0.0,12.1,5.72,97840.0
20090124:2000,0.0,0.0,0.0,11.43,4.76,97860.0
20090124:2100,0.0,0.0,0.0,10.5,2.97,97900.0
20090124:2200,0.0,0.0,0.0,9.19,1.52,97970.0
20090124:2300,0.0,0.0,0.0,7.87,1.86,98000.0
20090125:0000,0.0,0.0,0.0,7.15,1.79,98000.0
20090125:0100,0.0,0.0,0.0,7.47,1.38,97930.0
20090125:0200,0.0,0.0,0.0,6.09,1.66,97850.0
20090125:0300,0.0,0.0,0.0,5.23,1.72,97760.0
20090125:0400,0.0,0.0,0.0,4.56,1.72,97700.0
20090125:0500,0.0,0.0,0.0,4.16,1.59,97610.0
20090125:0600,0.0,0.0,0.0,4.07,1.72,97580.0
20090125:0700,0.0,0.0,0.0,3.52,1.72,97560.0
20090125:0800,90.0,168.7,64.0,3.67,1.59,97560.0
20090125:0900,288.0,666.93,80.0,6.99,1.31,97560.0
20090125:1000,435.0,788.95,92.0,10.51,2.07,97550.0
20090125:1100,558.0,962.34,63.0,12.24,4.0,97450.0
20090125:1200,565.0,841.73,106.0,13.64,5.17,97380.0
20090125:1300,547.0,865.92,92.0,14.68,4.97,97170.0
20090125:1400,374.0,388.02,197.0,15.13,4.83,97000.0
20090125:1500,68.0,0.0,68.0,14.5,5.1,96880.0
20090125:1600,73.0,20.92,69.0,13.73,4.21,96810.0
20090125:1700,0.0,0.0,0.0,12.49,3.38,96820.0
20090125:1800,0.0,0.0,0.0,11.15,3.72,96950.0
20090125:1900,0.0,0.0,0.0,9.47,3.79,97050.0
20090125:2000,0.0,0.0,0.0,8.55,3.72,97070.0
20090125:2100,0.0,0.0,0.0,8.14,3.72,97140.0
20090125:2200,0.0,0.0,0.0,7.8,4.07,97210.0
20090125:2300,0.0,0.0,0.0,7.52,4.83,97270.0
20090126:0000,0.0,0.0,0.0,7.24,5.17,97320.0
20090126:0100,0.0,0.0,0.0,6.76,5.24,97320.0
20090126:0200,0.0,0.0,0.0,6.46,5.17,97330.0
20090126:0300,0.0,0.0,0.0,6.18,5.03,97350.0
20090126:0400,0.0,0.0,0.0,5.92,4.97,97350.0
20090126:0500,0.0,0.0,0.0,5.66,4.69,97400.0
20090126:0600,0.0,0.0,0.0,5.37,4.34,97480.0
20090126:0700,0.0,0.0,0.0,5.36,4.14,97570.0
20090126:0800,117.0,408.95,53.0,5.55,3.93,97660.0
20090126:0900,304.0,759.67,65.0,6.95,2.83,97730.0
20090126:1000,413.0,630.39,137.0,8.75,3.86,97760.0
20090126:1100,572.0,998.55,55.0,10.28,4.69,97780.0
20090126:1200,425.0,284.19,269.0,11.4,5.31,97800.0
20090126:1300,468.0,476.15,216.0,11.91,5.66,97760.0
20090126:1400,470.0,826.01,90.0,12.08,5.52,97750.0
20090126:1500,240.0,225.41,162.0,12.13,5.72,97760.0
20090126:1600,157.0,502.62,59.0,11.56,5.24,97860.0
20090126:1700,0.0,0.0,0.0,10.47,4.9,97930.0
20090126:1800,0.0,0.0,0.0,9.45,4.48,98020.0
20090126:1900,0.0,0.0,0.0,8.98,5.52,98040.0
20090126:2000,0.0,0.0,0.0,8.57,5.59,98060.0
20090126:2100,0.0,0.0,0.0,8.33,5.66,98120.0
20090126:2200,0.0,0.0,0.0,8.16,5.45,98170.0
20090126:2300,0.0,0.0,0.0,7.99,5.17,98200.0
20090127:0000,0.0,0.0,0.0,7.85,5.03,98230.0
20090127:0100,0.0,0.0,0.0,7.77,5.17,98270.0
20090127:0200,0.0,0.0,0.0,7.62,5.1,98310.0
20090127:0300,0.0,0.0,0.0,7.39,4.9,98320.0
20090127:0400,0.0,0.0,0.0,7.15,4.62,98320.0
20090127:0500,0.0,0.0,0.0,6.91,4.41,98360.0
20090127:0600,0.0,0.0,0.0,6.67,4.28,98410.0
20090127:0700,0.0,0.0,0.0,7.44,4.41,98420.0
20090127:0800,132.0,597.57,37.0,7.71,4.62,98460.0
20090127:0900,316.0,834.81,51.0,8.82,4.14,98500.0
20090127:1000,420.0,671.22,124.0,10.03,4.48,98520.0
20090127:1100,436.0,402.91,226.0,11.41,4.76,98520.0
20090127:1200,565.0,807.05,119.0,12.87,5.03,98470.0
20090127:1300,547.0,830.98,104.0,14.15,5.52,98400.0
20090127:1400,473.0,840.56,83.0,14.74,5.45,98370.0
20090127:1500,336.0,751.54,73.0,14.8,5.45,98420.0
20090127:1600,176.0,684.12,40.0,14.38,4.83,98460.0
20090127:1700,0.0,0.0,0.0,13.07,4.69,98540.0
20090127:1800,0.0,0.0,0.0,11.56,4.69,98570.0
20090127:1900,0.0,0.0,0.0,10.54,4.69,98580.0
20090127:2000,0.0,0.0,0.0,10.07,4.83,98600.0
20090127:2100,0.0,0.0,0.0,9.87,4.97,98630.0
20090127:2200,0.0,0.0,0.0,9.74,5.03,98670.0
20090127:2300,0.0,0.0,0.0,9.67,5.03,98690.0
20090128:0000,0.0,0.0,0.0,9.75,5.1,98680.0
20090128:0100,0.0,0.0,0.0,9.99,5.03,98670.0
20090128:0200,0.0,0.0,0.0,9.89,4.83,98650.0
20090128:0300,0.0,0.0,0.0,9.71,4.48,98630.0
20090128:0400,0.0,0.0,0.0,9.56,4.14,98610.0
20090128:0500,0.0,0.0,0.0,9.39,3.72,98590.0
20090128:0600,0.0,0.0,0.0,9.39,3.59,98610.0
20090128:0700,0.0,0.0,0.0,10.17,3.86,98530.0
20090128:0800,49.0,6.19,48.0,10.6,3.93,98580.0
20090128:0900,286.0,621.18,87.0,11.85,3.45,98590.0
20090128:1000,461.0,902.67,60.0,13.71,4.28,98630.0
20090128:1100,546.0,889.96,79.0,15.4,5.1,98620.0
20090128:1200,591.0,929.2,74.0,16.67,5.45,98600.0
20090128:1300,539.0,796.98,111.0,17.36,5.79,98490.0
20090128:1400,451.0,718.0,115.0,17.63,5.86,98460.0
20090128:1500,328.0,692.26,83.0,17.36,5.66,98450.0
20090128:1600,143.0,330.63,76.0,16.61,4.69,98490.0
20090128:1700,0.0,0.0,0.0,15.21,4.21,98510.0
20090128:1800,0.0,0.0,0.0,13.68,3.72,98540.0
20090128:1900,0.0,0.0,0.0,13.16,3.38,98520.0
20090128:2000,0.0,0.0,0.0,12.18,2.9,98520.0
20090128:2100,0.0,0.0,0.0,11.38,2.55,98530.0
20090128:2200,0.0,0.0,0.0,10.76,2.41,98500.0
20090128:2300,0.0,0.0,0.0,10.33,2.41,98520.0
20090129:0000,0.0,0.0,0.0,10.05,2.41,98510.0
20090129:0100,0.0,0.0,0.0,9.67,2.41,98480.0
20090129:0200,0.0,0.0,0.0,9.34,2.21,98450.0
20090129:0300,0.0,0.0,0.0,8.82,2.14,98410.0
20090129:0400,0.0,0.0,0.0,8.43,2.0,98380.0
20090129:0500,0.0,0.0,0.0,7.94,1.93,98390.0
20090129:0600,0.0,0.0,0.0,7.63,1.86,98410.0
20090129:0700,0.0,0.0,0.0,8.0,2.0,98430.0
20090129:0800,92.0,152.23,67.0,8.23,1.93,98450.0
20090129:0900,205.0,173.17,149.0,11.13,1.72,98550.0
20090129:1000,417.0,661.34,121.0,14.41,1.86,98580.0
20090129:1100,507.0,696.49,139.0,16.6,2.69,98600.0
20090129:1200,558.0,780.04,121.0,18.07,3.86,98550.0
20090129:1300,550.0,848.42,91.0,19.06,4.55,98470.0
20090129:1400,463.0,781.78,94.0,19.31,4.34,98400.0
20090129:1500,323.0,642.61,93.0,19.21,3.66,98390.0
20090129:1600,135.0,251.78,83.0,18.59,2.34,98410.0
20090129:1700,0.0,0.0,0.0,17.14,1.72,98440.0
20090129:1800,0.0,0.0,0.0,14.97,1.86,98480.0
20090129:1900,0.0,0.0,0.0,13.72,2.14,98490.0
20090129:2000,0.0,0.0,0.0,12.62,2.14,98510.0
20090129:2100,0.0,0.0,0.0,11.62,2.14,98520.0
20090129:2200,0.0,0.0,0.0,10.62,2.07,98520.0
20090129:2300,0.0,0.0,0.0,9.72,2.0,98530.0
20090130:0000,0.0,0.0,0.0,8.98,1.93,98500.0
20090130:0100,0.0,0.0,0.0,8.46,1.93,98460.0
20090130:0200,0.0,0.0,0.0,7.92,1.93,98420.0
20090130:0300,0.0,0.0,0.0,7.52,1.86,98380.0
20090130:0400,0.0,0.0,0.0,7.06,1.79,98310.0
20090130:0500,0.0,0.0,0.0,6.7,1.72,98300.0
20090130:0600,0.0,0.0,0.0,6.32,1.72,98280.0
20090130:0700,0.0,0.0,0.0,6.23,1.72,98290.0
20090130:0800,123.0,401.22,56.0,6.42,1.52,98320.0
20090130:0900,300.0,667.73,82.0,9.28,1.03,98350.0
20090130:1000,443.0,762.76,99.0,12.72,0.48,98350.0
20090130:1100,534.0,785.64,116.0,14.81,0.69,98310.0
20090130:1200,571.0,799.46,120.0,15.94,1.66,98240.0
20090130:1300,561.0,854.99,95.0,16.56,2.28,98110.0
20090130:1400,478.0,819.19,88.0,16.72,2.62,98020.0
20090130:1500,341.0,718.33,81.0,16.35,2.76,97990.0
20090130:1600,172.0,541.73,58.0,15.43,2.62,97980.0
20090130:1700,7.0,0.0,7.0,14.02,1.86,97980.0
20090130:1800,0.0,0.0,0.0,12.41,1.38,97970.0
20090130:1900,0.0,0.0,0.0,11.13,0.97,97870.0
20090130:2000,0.0,0.0,0.0,10.42,0.83,97860.0
20090130:2100,0.0,0.0,0.0,10.39,0.48,97840.0
20090130:2200,0.0,0.0,0.0,9.99,0.55,97830.0
20090130:2300,0.0,0.0,0.0,8.48,0.97,97800.0
20090131:0000,0.0,0.0,0.0,7.97,0.97,97750.0
20090131:0100,0.0,0.0,0.0,8.1,0.76,97680.0
20090131:0200,0.0,0.0,0.0,8.2,0.48,97660.0
20090131:0300,0.0,0.0,0.0,8.25,0.41,97640.0
20090131:0400,0.0,0.0,0.0,8.35,0.62,97580.0
20090131:0500,0.0,0.0,0.0,8.56,0.69,97530.0
20090131:0600,0.0,0.0,0.0,8.62,0.48,97520.0
20090131:0700,0.0,0.0,0.0,9.14,1.31,97440.0
20090131:0800,111.0,264.94,66.0,9.22,1.66,97430.0
20090131:0900,174.0,72.8,150.0,10.11,2.41,97510.0
20090131:1000,409.0,563.26,153.0,10.96,3.1,97550.0
20090131:1100,364.0,179.17,268.0,11.22,3.17,97610.0
20090131:1200,357.0,124.98,286.0,11.93,3.1,97580.0
20090131:1300,475.0,464.38,220.0,12.64,3.17,97540.0
20090131:1400,445.0,620.57,147.0,13.21,3.52,97480.0
20090131:1500,146.0,13.66,141.0,13.04,4.07,97460.0
20090131:1600,108.0,79.3,91.0,10.8,2.92,97450.0
20090131:1700,1.0,0.0,1.0,10.64,3.04,97470.0
20090131:1800,0.0,0.0,0.0,10.47,3.15,97490.0
20090131:1900,0.0,0.0,0.0,10.31,3.26,97450.0
20090131:2000,0.0,0.0,0.0,10.15,3.37,97530.0
20090131:2100,0.0,0.0,0.0,9.99,3.48,97560.0
20090131:2200,0.0,0.0,0.0,9.82,3.59,97510.0
20090131:2300,0.0,0.0,0.0,9.66,3.7,97520.0
20220201:0000,0.0,0.0,0.0,9.5,3.81,99020.0
20220201:0100,0.0,0.0,0.0,9.34,3.93,99020.0
20220201:0200,0.0,0.0,0.0,9.17,4.04,99020.0
20220201:0300,0.0,0.0,0.0,9.01,4.15,98990.0
20220201:0400,0.0,0.0,0.0,8.85,4.26,99000.0
20220201:0500,0.0,0.0,0.0,8.69,4.37,99060.0
20220201:0600,0.0,0.0,0.0,8.52,4.48,99090.0
20220201:0700,0.0,0.0,0.0,8.36,4.59,99090.0
20220201:0800,141.0,526.6,50.0,8.68,3.66,99180.0
20220201:0900,310.0,663.75,89.0,10.29,3.86,99270.0
20220201:1000,462.0,790.26,100.0,12.14,3.66,99310.0
20220201:1100,561.0,837.58,109.0,13.57,2.48,99320.0
20220201:1200,623.0,936.87,87.0,14.57,1.31,99320.0
20220201:1300,580.0,854.93,107.0,15.28,0.41,99270.0
20220201:1400,487.0,780.4,109.0,15.7,0.14,99230.0
20220201:1500,353.0,702.45,93.0,15.88,0.62,99180.0
20220201:1600,192.0,627.47,55.0,15.65,1.52,99200.0
20220201:1700,7.0,0.0,7.0,14.54,2.28,99230.0
20220201:1800,0.0,0.0,0.0,12.7,2.69,99280.0
20220201:1900,0.0,0.0,0.0,12.01,1.79,99370.0
20220201:2000,0.0,0.0,0.0,10.93,1.79,99410.0
20220201:2100,0.0,0.0,0.0,9.87,1.79,99420.0
20220201:2200,0.0,0.0,0.0,8.74,1.66,99460.0
20220201:2300,0.0,0.0,0.0,7.74,1.66,99460.0
20220202:0000,0.0,0.0,0.0,6.87,1.72,99450.0
20220202:0100,0.0,0.0,0.0,6.27,1.72,99420.0
20220202:0200,0.0,0.0,0.0,5.84,1.86,99380.0
20220202:0300,0.0,0.0,0.0,5.53,2.0,99370.0
20220202:0400,0.0,0.0,0.0,5.28,2.14,99320.0
20220202:0500,0.0,0.0,0.0,5.08,2.21,99280.0
20220202:0600,0.0,0.0,0.0,4.91,2.21,99270.0
20220202:0700,0.0,0.0,0.0,4.82,2.14,99310.0
20220202:0800,144.0,523.16,52.0,5.28,1.93,99330.0
20220202:0900,319.0,689.81,87.0,9.3,1.66,99350.0
20220202:1000,466.0,779.66,106.0,14.39,1.72,99370.0
20220202:1100,0.0,0.0,0.0,17.75,2.14,99330.0
20220202:1200,627.0,925.02,94.0,20.06,2.55,99270.0
20220202:1300,581.0,830.57,118.0,21.52,2.62,99160.0
20220202:1400,494.0,777.78,114.0,22.17,2.69,99080.0
20220202:1500,357.0,689.35,99.0,21.86,3.17,99030.0
20220202:1600,195.0,611.72,59.0,20.65,3.31,99010.0
20220202:1700,9.0,0.0,9.0,18.5,3.1,99000.0
20220202:1800,0.0,0.0,0.0,16.28,2.9,99000.0
20220202:1900,0.0,0.0,0.0,15.14,2.62,98990.0
20220202:2000,0.0,0.0,0.0,14.13,2.34,99010.0
20220202:2100,0.0,0.0,0.0,12.82,1.93,99030.0
20220202:2200,0.0,0.0,0.0,11.3,1.86,99030.0
20220202:2300,0.0,0.0,0.0,9.9,1.86,99020.0
20220203:0000,0.0,0.0,0.0,8.56,1.72,99000.0
20220203:0100,0.0,0.0,0.0,7.51,1.66,98950.0
20220203:0200,0.0,0.0,0.0,6.8,1.72,98920.0
20220203:0300,0.0,0.0,0.0,6.16,1.79,98870.0
20220203:0400,0.0,0.0,0.0,5.59,1.86,98850.0
20220203:0500,0.0,0.0,0.0,5.11,1.86,98840.0
20220203:0600,0.0,0.0,0.0,4.73,1.93,98850.0
20220203:0700,0.0,0.0,0.0,4.22,2.0,98890.0
20220203:0800,139.0,441.35,60.0,4.82,1.66,98920.0
20220203:0900,304.0,562.13,113.0,9.78,1.17,98960.0
20220203:1000,477.0,807.77,101.0,15.53,0.69,98970.0
20220203:1100,600.0,946.07,82.0,18.94,1.38,98960.0
20220203:1200,627.0,906.36,101.0,20.72,2.34,98920.0
20220203:1300,597.0,872.39,107.0,21.79,2.62,98810.0
20220203:1400,509.0,821.82,104.0,22.33,2.48,98710.0
20220203:1500,380.0,798.04,78.0,22.02,2.21,98650.0
20220203:1600,155.0,256.26,97.0,20.9,1.86,98630.0
20220203:1700,8.0,0.0,8.0,18.98,1.72,98650.0
20220203:1800,0.0,0.0,0.0,16.95,1.72,98660.0
20220203:1900,0.0,0.0,0.0,14.98,1.72,98700.0
20220203:2000,0.0,0.0,0.0,14.14,1.66,98700.0
20220203:2100,0.0,0.0,0.0,12.85,1.79,98720.0
20220203:2200,0.0,0.0,0.0,11.5,1.93,98720.0
20220203:2300,0.0,0.0,0.0,10.07,1.93,98710.0
20220204:0000,0.0,0.0,0.0,9.0,2.0,98700.0
20220204:0100,0.0,0.0,0.0,8.08,2.14,98660.0
20220204:0200,0.0,0.0,0.0,7.55,2.28,98630.0
20220204:0300,0.0,0.0,0.0,7.11,2.34,98620.0
20220204:0400,0.0,0.0,0.0,6.76,2.28,98620.0
20220204:0500,0.0,0.0,0.0,6.47,2.28,98640.0
20220204:0600,0.0,0.0,0.0,6.11,2.28,98650.0
20220204:0700,0.0,0.0,0.0,6.07,2.14,98740.0
20220204:0800,151.0,559.75,49.0,6.61,1.86,98780.0
20220204:0900,322.0,690.33,85.0,10.77,1.52,98820.0
20220204:1000,469.0,782.03,102.0,15.6,1.17,98860.0
20220204:1100,580.0,873.87,98.0,18.29,0.97,98870.0
20220204:1200,624.0,903.28,96.0,19.9,0.41,98830.0
20220204:1300,559.0,719.14,152.0,20.85,0.69,98740.0
20220204:1400,522.0,881.15,84.0,21.25,1.52,98660.0
20220204:1500,276.0,263.97,175.0,21.02,1.86,98620.0
20220204:1600,185.0,481.86,74.0,20.29,1.72,98620.0
20220204:1700,12.0,19.73,11.0,19.01,1.52,98630.0
20220204:1800,0.0,0.0,0.0,17.39,1.17,98650.0
20220204:1900,0.0,0.0,0.0,16.09,1.66,98690.0
20220204:2000,0.0,0.0,0.0,14.56,1.17,98730.0
20220204:2100,0.0,0.0,0.0,13.44,1.24,98750.0
20220204:2200,0.0,0.0,0.0,12.46,1.66,98770.0
20220204:2300,0.0,0.0,0.0,11.9,1.79,98780.0
20220205:0000,0.0,0.0,0.0,11.16,1.93,98810.0
20220205:0100,0.0,0.0,0.0,10.74,1.86,98790.0
20220205:0200,0.0,0.0,0.0,10.13,1.79,98780.0
20220205:0300,0.0,0.0,0.0,9.45,1.72,98770.0
20220205:0400,0.0,0.0,0.0,8.58,1.66,98780.0
20220205:0500,0.0,0.0,0.0,7.99,1.66,98830.0
20220205:0600,0.0,0.0,0.0,7.99,1.72,98860.0
20220205:0700,0.0,0.0,0.0,7.65,1.66,98930.0
20220205:0800,55.0,5.39,54.0,8.13,1.52,98950.0
20220205:0900,211.0,141.24,162.0,11.39,1.38,99010.0
20220205:1000,235.0,44.38,214.0,14.28,2.41,99040.0
20220205:1100,329.0,100.78,273.0,15.13,2.76,99070.0
20220205:1200,437.0,256.46,286.0,15.37,2.9,99040.0
20220205:1300,492.0,461.19,229.0,15.97,3.38,99000.0
20220205:1400,280.0,81.77,239.0,16.28,3.79,98940.0
20220205:1500,52.0,0.0,52.0,16.03,4.14,98940.0
20220205:1600,142.0,174.92,101.0,15.31,4.28,98980.0
20220205:1700,15.0,18.35,14.0,14.14,3.72,99040.0
20220205:1800,0.0,0.0,0.0,13.11,3.45,99090.0
20220205:1900,0.0,0.0,0.0,12.92,2.83,99150.0
20220205:2000,0.0,0.0,0.0,12.45,2.48,99210.0
20220205:2100,0.0,0.0,0.0,12.02,2.28,99240.0
20220205:2200,0.0,0.0,0.0,11.66,2.21,99280.0
20220205:2300,0.0,0.0,0.0,11.35,2.14,99290.0
20220206:0000,0.0,0.0,0.0,11.28,1.93,99320.0
20220206:0100,0.0,0.0,0.0,11.28,1.79,99290.0
20220206:0200,0.0,0.0,0.0,11.16,1.72,99290.0
20220206:0300,0.0,0.0,0.0,11.09,1.79,99270.0
20220206:0400,0.0,0.0,0.0,11.09,1.79,99250.0
20220206:0500,0.0,0.0,0.0,10.95,1.72,99250.0
20220206:0600,0.0,0.0,0.0,10.6,1.72,99290.0
